"abstract","web_url","snippet","lead_paragraph","print_section","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"The former president does not value or respect women — and it shows in his words and his policies","https://www.nytimes.com/2024/11/02/opinion/humorless-feminists-trump.html","The former president does not value or respect women — and it shows in his words and his policies","Much of the outrage about Trump’s Madison Square Garden rally has been focused on the comments made by Tony Hinchcliffe, a comedian, about Puerto Rico (“a floating island of garbage”) and Black people (who “carved watermelons”). Hinchcliffe has defended himself by saying these were just jokes taken out of context. Trump’s running mate JD Vance claimed to have not seen the humor in them, but said, “I think that we have to stop getting so offended at every little thing in the United States of America. I’m just — I’m so over it.”",NA,NA,"The New York Times","2024-11-02T11:00:26+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/cc8e86e2-72ae-5674-bb18-d229bf9b1e07",1064,"nyt://article/cc8e86e2-72ae-5674-bb18-d229bf9b1e07","Humorless Feminists Against Trump","Jessica Grose",NA,"",NA,NA,NA,"By Jessica Grose",NA
"America should demand better.","https://www.nytimes.com/interactive/2024/11/02/opinion/vote-harris-2024-election.html","America should demand better.","America should demand better.",NA,NA,"The New York Times","2024-11-02T11:01:07+0000","multimedia","Opinion","Opinion",NA,"Interactive Feature","nyt://interactive/fec49787-f89e-5b0f-9a7a-febc5af06237",0,"nyt://interactive/fec49787-f89e-5b0f-9a7a-febc5af06237","Vote to End the Trump Era",NA,NA,"",NA,NA,NA,"By The Editorial Board","The Editorial Board"
"At Donald J. Trump’s rally at Madison Square Garden on Sunday, a Times reporter saw a more complete picture of the people who fuel his political movement.","https://www.nytimes.com/2024/11/02/insider/trump-rally-crowd-msg.html","At Donald J. Trump’s rally at Madison Square Garden on Sunday, a Times reporter saw a more complete picture of the people who fuel his political movement.","I emerged from the subway last Sunday into what seemed like a wall of people. Their chatter, shouts and laughter filled the morning air. Some had dressed in suits and ties; others wore jeans and sweatshirts. They sported patriotically sequined hats, American flags draped over their shoulders like capes and the red baseball caps that have symbolized Donald J. Trump’s political movement for nearly a decade.","A","2","The New York Times","2024-11-02T16:00:06+0000","article","Insider","Times Insider",NA,"News","nyt://article/7d83cc8b-1c37-5ae4-879a-04cd2a1f889c",918,"nyt://article/7d83cc8b-1c37-5ae4-879a-04cd2a1f889c","What a Trump Rally Showed Me That Videos Never Could","times insider",NA,"Capturing a Crowd",NA,NA,NA,"By Ian Prasad Philbrick",NA
"After rally goers complained that they could not hear him, the former president asked, “Do you want to see me knock the hell out of people backstage?”","https://www.nytimes.com/2024/11/02/us/politics/trump-microphone-milwaukee-rally.html","After rally goers complained that they could not hear him, the former president asked, “Do you want to see me knock the hell out of people backstage?”","Election 2024 live updates: Follow our coverage of Trump and Harris on Election Day.",NA,NA,"The New York Times","2024-11-02T16:21:40+0000","article","Politics","U.S.","Politics","News","nyt://article/1b90eb01-788f-5642-bc74-f1139b7906b7",530,"nyt://article/1b90eb01-788f-5642-bc74-f1139b7906b7","Trump’s Microphone Trouble in Milwaukee Leaves Him ‘Seething’",NA,NA,"",NA,NA,NA,"By Michael Gold",NA
"The candidates outlined vastly different messages in Georgia, North Carolina and Virginia, with Donald J. Trump exaggerating how bad the recent jobs report was and Kamala Harris promising to bring down costs.","https://www.nytimes.com/2024/11/02/us/politics/harris-trump-georgia-north-carolina-virginia.html","The candidates outlined vastly different messages in Georgia, North Carolina and Virginia, with Donald J. Trump exaggerating how bad the recent jobs report was and Kamala Harris promising to bring down costs.","Vice President Kamala Harris and former President Donald J. Trump swept through Southern states on Saturday, outlining sharply divergent economic messages for voters in top battlegrounds and, in Mr. Trump’s case, solidly blue Virginia.","A","28","The New York Times","2024-11-02T19:46:13+0000","article","Politics","U.S.","Politics","News","nyt://article/3159bef5-11fb-5d42-9d9d-2b1491eef389",1453,"nyt://article/3159bef5-11fb-5d42-9d9d-2b1491eef389","Trump and Harris Offer Night-and-Day Views of the Economy",NA,NA,"Harris and Trump Zero In on Economy as They Race Around the South",NA,NA,NA,"By Katie Rogers, Michael Gold and Nicholas Nehamas",NA
"Donald J. Trump has said he would give Mr. Kennedy, a former rival who has long promoted unproven medical theories, a prominent health role if he wins.","https://www.nytimes.com/2024/11/02/us/politics/robert-f-kennedy-jr-trump-fluoride-water.html","Donald J. Trump has said he would give Mr. Kennedy, a former rival who has long promoted unproven medical theories, a prominent health role if he wins.","Robert F. Kennedy Jr. said Saturday that among the first acts of a second Trump administration would be to “advise all U.S. water systems to remove fluoride from public water,” a stunning potential reversal of what is widely considered one of the most important public health interventions of the past century.",NA,NA,"The New York Times","2024-11-03T00:05:24+0000","article","Politics","U.S.","Politics","News","nyt://article/26a247aa-92d4-54cb-a601-269d86175c04",774,"nyt://article/26a247aa-92d4-54cb-a601-269d86175c04","Robert F. Kennedy Jr. Says Trump Will Seek to Remove Fluoride From Drinking Water",NA,NA,"",NA,NA,NA,"By Rebecca Davis O'Brien and Sheryl Gay Stolberg",NA
"Thousands of women rallied in the capital and across the country for a Kamala Harris presidency — and to proclaim their resistance to Republican aims to restrict women’s reproductive rights.","https://www.nytimes.com/2024/11/02/us/elections/womens-march-washington.html","Thousands of women rallied in the capital and across the country for a Kamala Harris presidency — and to proclaim their resistance to Republican aims to restrict women’s reproductive rights.","Nearly eight years after the first Women’s March in Washington demonstrated a furious backlash to the election of Donald J. Trump, thousands of women gathered again in the capital and across the country on Saturday, this time with the hope that Vice President Kamala Harris would triumph at the polls and prevent his return to the White House.",NA,NA,"The New York Times","2024-11-03T01:48:22+0000","article","Washington","U.S.","Elections","News","nyt://article/29291381-a782-520e-90f1-d8f4007dc748",837,"nyt://article/29291381-a782-520e-90f1-d8f4007dc748","At Women’s March in Washington, Hope That They Will Hold Off Trump",NA,NA,"",NA,NA,NA,"By Aishvarya Kavi",NA
"“This place is amazing,” Donald Trump said after a supporter shouted the crude comment at a rally. A quick clarification followed: “Just remember, it’s other people saying it. It’s not me.”","https://www.nytimes.com/2024/11/03/us/politics/trump-harris-crude-remark.html","“This place is amazing,” Donald Trump said after a supporter shouted the crude comment at a rally. A quick clarification followed: “Just remember, it’s other people saying it. It’s not me.”","As former President Donald J. Trump faces a deficit with women in polls, he has spent some of the final days of his campaign defending himself from accusations of misogyny.",NA,NA,"The New York Times","2024-11-03T04:07:42+0000","article","Politics","U.S.","Politics","News","nyt://article/879628fa-d470-597f-8130-301cca019667",445,"nyt://article/879628fa-d470-597f-8130-301cca019667","Trump Laughs as Supporter Yells That Harris ‘Worked on the Corner’",NA,NA,"",NA,NA,NA,"By Michael Gold",NA
"What we learned from interviewing nearly 700 Americans over almost three years.","https://www.nytimes.com/2024/11/03/opinion/election-focus-groups.html","What we learned from interviewing nearly 700 Americans over almost three years.","After 61 focus groups for New York Times Opinion, listening to voters on the Biden presidency, Donald Trump and Kamala Harris, and holding sessions with police officers, teachers, “Yellowstone” fans, young women, Black men, transgender people, tweens, 80-somethings and many others — what did we learn from it all?","SR","10","The New York Times","2024-11-03T06:00:05+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/4dec9622-3262-5be6-a010-fceab8214d2f",3125,"nyt://article/4dec9622-3262-5be6-a010-fceab8214d2f","Our 61 Focus Groups Make Me Think Trump Has a Good Chance of Winning",NA,NA,"Lessons From Three Years of Focus Groups",NA,NA,NA,"By Patrick Healy",NA
"What will happen after Tuesday to Trumpism and the G.O.P. if Donald Trump wins — or loses?","https://www.nytimes.com/2024/11/03/opinion/trump-republican-party.html","What will happen after Tuesday to Trumpism and the G.O.P. if Donald Trump wins — or loses?","Ross Douthat: Bret, David, I’ve been given a rare opportunity by an obliging genie: I get to describe to our past selves in the autumn of 2016 — when we were all sure Donald Trump would lose in a landslide — what the Republican Party and conservatism look like eight years in the future. Here’s what I’m going to tell them.",NA,NA,"The New York Times","2024-11-03T06:00:15+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/87b13439-25d7-58b3-936d-b2ee3355d11e",4069,"nyt://article/87b13439-25d7-58b3-936d-b2ee3355d11e","A Second Trump Term? Three Conservative Columnists Unpack What Could Happen.","Ross Douthat, David French and Bret Stephens",NA,"",NA,NA,NA,"By Ross Douthat, David French and Bret Stephens",NA
"There’s something very different about Harris vs. Trump.","https://www.nytimes.com/2024/11/03/opinion/trump-harris-election-day.html","There’s something very different about Harris vs. Trump.","Imagine telling yourself, in 2012, that just three presidential elections into the future Barack Obama, Dick Cheney, Arnold Schwarzenegger, Alberto Gonzales, Barbara Lee and Elizabeth Warren would be endorsing the same candidate. Such is the strange breadth of Kamala Harris’s coalition: a popular front united not by shared policy goals but by a shared defense of American institutions.","SR","2","The New York Times","2024-11-03T06:00:16+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/2bfaa8f6-5f9e-5102-b342-d6cb00aaec91",1453,"nyt://article/2bfaa8f6-5f9e-5102-b342-d6cb00aaec91","There’s Something Very Different About Harris vs. Trump","Ezra Klein",NA,"This Election Pits Guardians Against Counterrevolutionaries",NA,NA,NA,"By Ezra Klein",NA
"The Republican presidential nominee has pledged enhanced access to the White House. “It will be directly into the Oval Office — and me.”","https://www.nytimes.com/2024/11/03/us/trump-christian-religion.html","The Republican presidential nominee has pledged enhanced access to the White House. “It will be directly into the Oval Office — and me.”","As voters head to the polls on Tuesday, Donald J. Trump’s ambitions for America’s future are almost impossible to miss. He has sworn an era of “retribution” for his enemies. Vowed to deport millions of immigrants. Fueled concerns about rising fascism.","A","1","The New York Times","2024-11-03T10:02:22+0000","article","National","U.S.",NA,"News","nyt://article/5b281dda-3142-5a52-810f-d9e741ee4d7e",1561,"nyt://article/5b281dda-3142-5a52-810f-d9e741ee4d7e","Trump Promises to Bring About a New Era of Christian Power",NA,NA,"Trump Pledges  New Power Era  For Christians",NA,NA,NA,"By Elizabeth Dias",NA
"Beyoncé, whales, voting and immigration: For Mr. Trump, no topic is too insignificant or too important when it comes to making misleading or inaccurate statements.","https://www.nytimes.com/2024/11/03/us/politics/trump-closing-argument-fact-check.html","Beyoncé, whales, voting and immigration: For Mr. Trump, no topic is too insignificant or too important when it comes to making misleading or inaccurate statements.","Former President Donald J. Trump, in the closing days of the 2024 election, continues to be a font of exaggerations, misleading claims and outright lies.",NA,NA,"The New York Times","2024-11-03T10:03:45+0000","article","Washington","U.S.","Politics","News","nyt://article/6bb26db7-ef5c-5a8c-a129-91caab409f8a",2446,"nyt://article/6bb26db7-ef5c-5a8c-a129-91caab409f8a","Trump’s Closing Argument: Lies, Distortions and Inaccuracies","Fact Check",NA,"",NA,NA,NA,"By Linda Qiu and Jamie Leventhal",NA
"The presidential candidates have expressed starkly contrasting visions for America’s role in the war, as well as the NATO alliance that serves as a shield against Russian aggression.","https://www.nytimes.com/2024/11/03/world/europe/trump-harris-ukraine-election.html","The presidential candidates have expressed starkly contrasting visions for America’s role in the war, as well as the NATO alliance that serves as a shield against Russian aggression.","The Ukrainian military is losing ground in eastern Ukraine at the fastest pace in years. An influx of several thousand North Korean soldiers to Russia has added an unpredictable new dimension to the most savage war in Europe in generations.","A","5","The New York Times","2024-11-03T10:03:57+0000","article","Foreign","World","Europe","News","nyt://article/f7b399bf-dbbf-5db3-9f0f-7c6f92603e0b",1124,"nyt://article/f7b399bf-dbbf-5db3-9f0f-7c6f92603e0b","Trump or Harris? For Ukraine, Two Very Different Futures Loom.",NA,NA,"Harris and Trump Offer Ukraine Sharply Contrasting Visions of Future",NA,NA,NA,"By Marc Santora",NA
"Throughout his life, Donald J. Trump has bent the truth to serve his needs, never more so than on the campaign trail to win back the White House.","https://www.nytimes.com/2024/11/03/us/politics/trump-falsehoods-claims-election.html","Throughout his life, Donald J. Trump has bent the truth to serve his needs, never more so than on the campaign trail to win back the White House.","It took just two minutes for former President Donald J. Trump to utter his first lie of the evening, claiming once again that the 2020 election had been stolen.","A","1","The New York Times","2024-11-03T10:04:00+0000","article","Washington","U.S.","Politics","News","nyt://article/93130493-53bc-5fc3-ad54-662f364020b6",3898,"nyt://article/93130493-53bc-5fc3-ad54-662f364020b6","Trump’s Wild Claims, Conspiracies and Falsehoods Redefine Presidential Bounds","News Analysis",NA,"Torrent of Lies Redefines Political Norms",NA,NA,NA,"By Peter Baker",NA
"Donald J. Trump has improved his standing in Pennsylvania even as late-deciding voters appear to be breaking for Kamala Harris.","https://www.nytimes.com/2024/11/03/us/politics/harris-trump-times-siena-poll.html","Donald J. Trump has improved his standing in Pennsylvania even as late-deciding voters appear to be breaking for Kamala Harris.","The presidential race appears to be hurtling toward a photo finish, with the final set of polls by The New York Times and Siena College finding Vice President Kamala Harris showing new strength in North Carolina and Georgia as former President Donald J. Trump erases her lead in Pennsylvania and maintains his advantage in Arizona.","A","1","The New York Times","2024-11-03T10:04:08+0000","article","Politics","U.S.","Politics","News","nyt://article/cca65b0a-1ef5-520e-96e4-330a442c6b3c",2003,"nyt://article/cca65b0a-1ef5-520e-96e4-330a442c6b3c","Harris and Trump Battle to the Wire in Swing States, Times/Siena Polls Find",NA,NA,"Tightest Contest In Decades Grows Tighter At Finish",NA,NA,NA,"By Lisa Lerer and Ruth Igielnik",NA
"Kamala Harris is hoping that backlash to the bigotry at the Madison Square Garden rally will blunt Donald Trump’s appeal with a critical group of voters.","https://www.nytimes.com/2024/11/03/us/politics/donald-trump-kamala-harris-campaign.html","Kamala Harris is hoping that backlash to the bigotry at the Madison Square Garden rally will blunt Donald Trump’s appeal with a critical group of voters.","Walter Mendoza, 30, was exasperated with his mother, Ana, as they walked in to Supremo Foods in Allentown, Pa., last week.","A","12","The New York Times","2024-11-03T10:04:18+0000","article","Politics","U.S.","Politics","News","nyt://article/43b787ec-4996-5667-890a-de40a00908b2",1369,"nyt://article/43b787ec-4996-5667-890a-de40a00908b2","Harris Appeals to Latino Pride, and Anger at Trump, in Final Push",NA,NA,"Harris Is Appealing to Latino Pride in Pennsylvania, but Not All Are Swayed",NA,NA,NA,"By Jennifer Medina and Hannah Beier",NA
"In the campaign’s homestretch, whether because of fatigue or something else entirely, Donald Trump seems to be indulging in surreal, sometimes vulgar, verbal detours.","https://www.nytimes.com/2024/11/03/us/elections/but-he-digresses-trumps-strangest-detours-down-the-stretch.html","In the campaign’s homestretch, whether because of fatigue or something else entirely, Donald Trump seems to be indulging in surreal, sometimes vulgar, verbal detours.","Donald J. Trump has long sprinkled his speeches with baffling digressions — weighing the relative merits of death by electrocution or shark attack, or comparing immigrants to the “late, great Hannibal Lecter” — sometimes even turning them into recurring bits.","A","17","The New York Times","2024-11-03T10:04:29+0000","article","Politics","U.S.","Elections","News","nyt://article/c5530ec7-6eb0-539f-a62c-bce08463335d",1165,"nyt://article/c5530ec7-6eb0-539f-a62c-bce08463335d","But He Digresses: Trump’s Strangest Detours Down the Stretch",NA,NA,"Trump’s Verbal Detours Heighten Down Stretch",NA,NA,NA,"By Tim Balk",NA
